date;hours_machine;idle_percentage;operating_percentage;total_fuel;gal_hour;shovel;performance;coal_prod;waste_prod;haul_truck_15.0m3;haul_truck_24.0m3;haul_truck_25.0m3;haul_truck_27.0m3;truck_trips_15.0m3;truck_trips_24.0m3;truck_trips_25.0m3;truck_trips_27.0m3;rainfall_mm
2024-02-29;19.5;7.7;92.3;178.7;9.1;KOM 390-4;164.8;314.925;14098;9;2;1;6;312;54;43;261;0
2024-03-01;19.3;8.3;91.7;176.6;9.1;KOM 390-4;201.9;414.375;15436;8;1;1;6;415;60;43;248;0
2024-03-02;19.5;8.2;91.8;176.9;9;KOM 390-4;234.1;459;14919;9;1;1;6;346;56;33;280;0
2024-03-03;13.9;9.4;90.6;122.7;8.7;KOM 390-4;114.2;255;6973;8;1;1;6;169;28;7;133;0
2024-03-04;13.8;9.4;90.6;124.7;9;KOM 390-4;133;267.75;12244;9;1;1;6;251;47;37;238;0
2024-03-06;19.1;8.4;91.6;175.1;9.1;KOM 390-4;95.3;522.75;11913;7;1;1;6;177;45;42;264;0
2024-03-08;17.9;8.9;91.1;160.5;8.9;KOM 390-4;271.2;424.575;11214;8;1;1;5;236;51;42;200;13.9
2024-03-11;14.4;6.9;93.1;133.4;9.2;KOM 390-4;35.9;357;11226;6;1;1;4;288;65;27;173;6.8
2024-03-12;19.2;16.7;83.3;155.2;8.1;KOM 390-4;263.5;427.125;12281;7;1;1;4;336;19;23;230;0
2024-03-13;16.7;10.8;89.2;148.4;8.8;KOM 390-4;304.5;363.375;8005;7;0;1;4;216;0;34;145;1.3
2024-03-14;17.8;7.9;92.1;162.4;9.1;KOM 390-4;94.5;181.05;9164;6;0;1;6;189;0;35;202;1
2024-03-15;19.5;7.7;92.3;181.1;9.2;KOM 390-4;217.4;484.5;11231;6;0;1;6;232;0;53;238;0
2024-03-16;18.3;9.3;90.7;164.9;9;KOM 390-4;294.4;326.4;8853;5;0;1;6;149;0;39;209;62.9
2024-03-17;10.6;7.5;92.5;99.5;9.4;KOM 390-4;339.2;89.25;7490;5;0;1;6;141;0;26;175;26.9
2024-03-18;13;10.8;89.2;114.8;8.8;KOM 390-4;201.9;450.075;13256;8;1;1;5;276;34;62;250;0.7
2024-03-19;19.1;10.5;89.5;170.7;8.9;KOM 390-4;201.9;304.725;13086;7;1;1;6;328;32;54;224;0
2024-03-20;18.8;11.7;88.3;163.7;8.6;KOM 390-4;255.3;290.7;9506;9;1;1;6;254;36;41;141;0.5
2024-03-21;17.5;17.1;82.9;138.5;7.9;KOM 390-4;201.9;369.75;12226;8;1;1;4;350;3;58;202;0
2024-03-22;19.4;9.3;90.7;168.8;8.6;KOM 390-4;236.9;427.125;13102;9;0;1;5;333;0;64;241;0
2024-03-27;18.8;9.6;90.4;168.4;8.9;KOM 390-4;401.7;464.1;14043;8;0;1;5;334;0;60;279;0
2024-03-28;19.2;10.9;89.1;166.8;8.7;KOM 390-4;206.7;545.7;13643;7;0;1;5;366;0;68;239;0
2024-03-29;19.1;10.5;89.5;162.7;8.5;KOM 390-4;201.1;410.55;13161;8;0;1;5;376;0;60;223;0
2024-03-30;19;9.5;90.5;166.7;8.7;KOM 390-4;245.3;75.225;13716;8;0;1;5;391;0;57;238;0
2024-03-31;13;12.3;87.7;107.7;8.2;KOM 390-4;203.7;112.2;6842;6;0;1;4;185;0;32;121;0.2
2024-04-01;14.3;9.1;90.9;126.1;8.8;KOM 390-4;225;294.525;11442;7;0;1;5;248;0;54;236;0
2024-04-02;19.1;11;89;167.6;8.7;KOM 390-4;183.1;410.55;12355;8;0;1;5;318;0;55;230;0
2024-04-04;16.5;14.5;85.5;136.4;8.2;KOM 390-4;190.2;198.9;9906;8;0;0;5;277;0;0;213;39.1
2024-04-05;18.6;11.8;88.2;161.7;8.6;KOM 390-4;328.8;357;11202;9;0;0;5;340;0;0;226;0
2024-04-07;13.9;23.7;76.3;104.3;7.4;KOM 390-4;240.8;220.575;4335;4;0;0;5;82;0;0;115;0
2024-04-08;14;10.7;89.3;122.5;8.7;KOM 390-4;83.9;360.825;10623;6;0;1;5;228;0;30;239;0
2024-04-09;19;12.1;87.9;158.9;8.3;KOM 390-4;138;242.25;10972;7;0;1;5;247;0;52;221;0
2024-04-10;18.1;12.7;87.3;146.8;8.1;KOM 390-4;201.9;210.375;11726;9;0;1;5;279;0;50;233;0
2024-04-12;19.2;6.2;93.8;174.3;9;KOM 390-4;201.9;275.4;12378;9;0;1;6;242;0;54;274;0
2024-04-15;9.2;4.3;95.7;87.5;9.4;KOM 390-4;201.9;267.75;4495;6;0;1;5;56;0;22;115;6
2024-04-16;9.5;8.4;91.6;84.7;8.9;KOM 390-4;177.6;112.2;5630;4;0;1;4;120;0;29;115;0.5
2024-04-19;9.6;6.2;93.8;85.1;8.7;KOM 390-4;193.1;232.05;5692;9;0;1;4;183;0;25;86;3.3
2024-04-22;6.8;5.9;94.1;64.4;9.3;KOM 390-4;183.9;89.25;3162;7;1;1;4;76;13;9;55;5.8
2024-04-25;7.3;14.5;85.5;86.14;11.8;KOM 390-4;233.7;267.75;6004;7;1;1;4;130;34;28;94;1.7
2024-04-26;9.3;3.2;96.8;88.7;9.4;KOM 390-4;197.7;210.375;8466;9;2;1;4;217;41;33;126;14.4
2024-04-27;9.2;8.7;91.3;79.8;8.6;KOM 390-4;90.3;237.15;6683;6;2;1;4;162;34;23;106;0.7
2024-04-28;9.5;9.5;90.5;84;8.7;KOM 390-4;201.9;153;7494;6;3;1;4;131;83;27;106;1.2
2024-05-01;8.3;7.2;92.8;75.4;9;KOM 390-4;238.1;198.9;8946;10;3;0;3;309;84;0;85;0
2024-05-03;9.4;4.3;95.7;88.1;9.4;KOM 390-4;178.7;229.5;8631;10;3;0;4;235;80;0;118;0
2024-05-07;9.4;6.4;93.6;86.7;9.1;KOM 390-4;201.9;181.05;7008;7;3;0;3;156;91;0;92;3.5
2024-05-08;8.5;8.2;91.8;75.7;8.8;KOM 390-4;201.9;149.175;7029;8;3;0;4;193;71;0;90;39.3
2024-05-09;6.7;23.9;76.1;48;7.1;KOM 390-4;201.9;68.85;4845;9;3;0;3;166;43;0;49;19.3
2024-05-10;9;13.3;86.7;75.2;8.2;KOM 390-4;201.9;95.625;6142.5;9;3;0;3;208.5;39;0;77;0.5
2024-05-11;10.8;13;87;88.1;8.1;KOM 390-4;201.9;70.125;6951;7;2;0;2;245;60;0;68;0.2
2024-05-13;9.5;9.5;90.5;83;8.7;KOM 390-4;201.9;118.575;8230;9;3;1;3;232;72;28;86;0
2024-05-14;9.4;10.6;89.4;81.4;8.6;KOM 390-4;201.9;249.9;8976;10;2;1;3;283;59;30;95;19
2024-05-17;0;0;0;0;0;KOM 390-4;0;221.85;7124;7;2;1;3;154;59;29;99;1.2
2024-05-18;1.9;15.8;84.2;14.3;7.1;KOM 390-4;201.9;149.175;6473;7;2;1;3;124;52;32;95;0
2024-05-25;0;0;0;0;0;KOM 390-4;0;459;4800;6;2;1;3;60;52;24;76;10.6
2024-05-26;0;0;0;0;0;KOM 390-4;0;405.45;5933;5;2;1;3;122;57;23;80;3.3
2024-05-31;0;0;0;0;0;KOM 390-4;0;293.25;5445;8;2;1;2;115;63;30;54;4.3
2024-06-18;9.6;7.3;92.7;82.2;8.5;KOM 390-4;237.6;196.35;4325;5;1;1;1;141;5;35;45;32.5
2024-06-20;6.2;14.5;85.5;43;6.8;KOM 390-4;201.9;242.25;4867;5;1;1;1;150;34;31;38;1.2
2024-07-02;9.1;13.2;86.8;73.8;8;KOM 390-4;201.9;149.175;5559;8;1;1;1;208;27;36;33;9.1
2024-07-06;8.5;7.1;92.9;76.6;9;KOM 390-4;201.9;156.825;6938;10;1;1;1;312;29;29;31;0
2024-08-01;6.9;20.3;79.7;51.1;7.3;KOM 390-4;201.9;265.2;4912;7;1;1;1;133;38;37;40;2
2024-08-02;7.9;34.2;65.8;47.5;5.9;KOM 390-4;201.9;261.375;5125;6;1;1;2;130;42;37;46;6
2024-08-03;8;35;65;50.2;6.2;KOM 390-4;201.9;238.425;5321;6;1;1;2;103;39;38;70;0
2024-08-04;8;27.5;72.5;55.2;6.8;KOM 390-4;201.9;96.9;5756;6;1;1;2;160;30;32;68;0
2024-08-05;7.7;45.5;54.5;42.5;5.5;KOM 390-4;201.9;183.6;3847;6;2;1;2;115;29;16;38;3.3
2024-08-10;6.6;30.3;69.7;46.2;6.8;KOM 390-4;201.9;116.025;4591.5;7;1;1;2;144;24;24;46.5;35.8
2024-08-11;3.5;37.1;62.9;20.9;5.8;KOM 390-4;201.9;200.175;4401;6;1;1;2;105;30;27;53;3.5
2024-08-13;7.6;35.5;64.5;47.6;6.2;KOM 390-4;201.9;381.225;6367;9;2;1;2;209;56;28;44;0.3
2024-08-17;8.5;29.4;70.6;56.3;6.6;KOM 390-4;201.9;291.55;6029;7;2;1;2;141;62;29;63;0
2024-08-25;8.4;11.9;88.1;76.1;9;KOM 390-4;201.9;203.15;4667;8;1;1;3;103;29;29;63;0.5
2024-08-27;8.7;25.3;74.7;59.8;6.8;KOM 390-4;201.9;167.11;5891;5;2;1;3;113;72;35;59;1.7
2024-08-29;8.2;17.1;82.9;63.7;7.7;KOM 390-4;201.9;372.861;5470;7;2;1;3;100;43;16;94;0.2
2024-10-17;1;70;30;1.3;1.2;KOM 390-4;201.9;205.275;7631;9;3;1;3;190;98;14;77;1
2025-02-28;7.6;22.4;77.6;38.2;4.9;KOM 390-4;201.9;365.925;14414;11;1;1;4;457;57;50;183;1.5
2025-03-01;4.1;36.6;63.4;14.9;3.5;KOM 390-4;201.9;313.65;14763.5;11;1;1;4;445;54;53;202.5;2
2024-02-25;14.2;14.1;85.9;124.3;8.7;KOM 390-9;250.3;230.775;7161;9;1;1;6;196;19;21;120;7.6
2024-02-26;17;9.4;90.6;155.5;9.1;KOM 390-9;185.4;167.025;10956;10;1;1;6;302;37;39;169;0
2024-02-27;14.8;6.1;93.9;142.7;9.5;KOM 390-9;156.7;414.375;12544;11;1;1;6;335;41;40;205;41.1
2024-02-28;21;11;89;191;9;KOM 390-9;285;251.175;13027;9;1;1;6;325;44;43;223;0
2024-02-29;19.5;8.2;91.8;185.6;9.5;KOM 390-9;130.6;314.925;14098;9;2;1;6;312;54;43;261;0
2024-03-01;19.2;9.4;90.6;173.9;9;KOM 390-9;63.3;414.375;15436;8;1;1;6;415;60;43;248;0
2024-03-02;19.6;10.7;89.3;177.9;9;KOM 390-9;258.6;459;14919;9;1;1;6;346;56;33;280;0
2024-03-03;14.1;9.9;90.1;129.8;9.1;KOM 390-9;201;255;6973;8;1;1;6;169;28;7;133;0
2024-03-04;13.6;7.4;92.6;127.3;9.3;KOM 390-9;195.8;267.75;12244;9;1;1;6;251;47;37;238;0
2024-03-06;18.8;10.6;89.4;158.1;8.3;KOM 390-9;189.9;522.75;11913;7;1;1;6;177;45;42;264;0
2024-03-08;17.4;12.6;87.4;159.5;9.1;KOM 390-9;198.8;424.575;11214;8;1;1;5;236;51;42;200;13.9
2024-03-11;14.3;9.1;90.9;132.1;9.2;KOM 390-9;189.9;357;11226;6;1;1;4;288;65;27;173;6.8
2024-03-12;19;17.9;82.1;154;8.1;KOM 390-9;203.6;427.125;12281;7;1;1;4;336;19;23;230;0
2024-03-13;16.9;16.6;83.4;136.1;8;KOM 390-9;213;363.375;8005;7;0;1;4;216;0;34;145;1.3
2024-03-14;17.6;11.9;88.1;152.6;8.6;KOM 390-9;189.9;181.05;9164;6;0;1;6;189;0;35;202;1
2024-03-15;19.3;10.9;89.1;168.5;8.7;KOM 390-9;232.1;484.5;11231;6;0;1;6;232;0;53;238;0
2024-03-16;19.3;15;85;164.7;8.5;KOM 390-9;278.4;326.4;8853;5;0;1;6;149;0;39;209;62.9
2024-03-17;10.5;4.8;95.2;97.8;9.2;KOM 390-9;158;89.25;7490;5;0;1;6;141;0;26;175;26.9
2024-03-18;13.7;12.4;87.6;125;9.1;KOM 390-9;144.4;450.075;13256;8;1;1;5;276;34;62;250;0.7
2024-03-19;19.1;9.9;90.1;178.9;9.3;KOM 390-9;159.3;304.725;13086;7;1;1;6;328;32;54;224;0
2024-03-20;18.8;8;92;179;9.5;KOM 390-9;189.9;290.7;9506;9;1;1;6;254;36;41;141;0.5
2024-03-21;16.9;12.4;87.6;154.4;9.1;KOM 390-9;163.3;369.75;12226;8;1;1;4;350;3;58;202;0
2024-03-22;19.4;11.3;88.7;178.9;9.2;KOM 390-9;189.9;427.125;13102;9;0;1;5;333;0;64;241;0
2024-03-27;19.1;6.8;93.2;178.8;9.3;KOM 390-9;380.3;464.1;14043;8;0;1;5;334;0;60;279;0
2024-03-28;19.3;11.4;88.6;174.8;9;KOM 390-9;159.9;545.7;13643;7;0;1;5;366;0;68;239;0
2024-03-29;19.1;7.3;92.7;181.8;9.5;KOM 390-9;235.2;410.55;13161;8;0;1;5;376;0;60;223;0
2024-03-30;19.1;7.9;92.1;182.1;9.5;KOM 390-9;228.2;75.225;13716;8;0;1;5;391;0;57;238;0
2024-03-31;14.2;12;88;132.2;9.3;KOM 390-9;138.8;112.2;6842;6;0;1;4;185;0;32;121;0.2
2024-04-01;13.3;11.3;88.7;120.4;9;KOM 390-9;189.9;294.525;11442;7;0;1;5;248;0;54;236;0
2024-04-02;16.8;8.9;91.1;151.8;9;KOM 390-9;151.6;410.55;12355;8;0;1;5;318;0;55;230;0
2024-04-04;16.1;17.4;82.6;130.5;8.1;KOM 390-9;31.7;198.9;9906;8;0;0;5;277;0;0;213;39.1
2024-04-05;18.6;10.8;89.2;165.4;8.9;KOM 390-9;157.8;357;11202;9;0;0;5;340;0;0;226;0
2024-04-07;13.8;9.4;90.6;129.1;9.3;KOM 390-9;172;220.575;4335;4;0;0;5;82;0;0;115;0
2024-04-08;14.2;9.2;90.8;132.7;9.2;KOM 390-9;88.6;360.825;10623;6;0;1;5;228;0;30;239;0
2024-04-09;19.2;6.8;93.2;182;9.4;KOM 390-9;212.9;242.25;10972;7;0;1;5;247;0;52;221;0
2024-04-10;19.1;7.9;92.1;178.1;9.3;KOM 390-9;189.9;210.375;11726;9;0;1;5;279;0;50;233;0
2024-04-12;19.3;4.7;95.3;181;9.4;KOM 390-9;189.9;275.4;12378;9;0;1;6;242;0;54;274;0
2024-04-15;0;0;0;0;0.7;KOM 390-9;0;267.75;4495;6;0;1;5;56;0;22;115;6
2024-04-16;0.4;50;50;1.5;2.7;KOM 390-9;189.9;112.2;5630;4;0;1;4;120;0;29;115;0.5
2024-04-19;9.4;5.3;94.7;91.6;9.6;KOM 390-9;192.4;232.05;5692;9;0;1;4;183;0;25;86;3.3
2024-04-22;7.5;10.7;89.3;69.1;9.1;KOM 390-9;233.6;89.25;3162;7;1;1;4;76;13;9;55;5.8
2024-04-25;9.7;10.3;89.7;88.9;9;KOM 390-9;117.4;267.75;6004;7;1;1;4;130;34;28;94;1.7
2024-04-26;9.4;9.6;90.4;86.4;9.1;KOM 390-9;138.1;210.375;8466;9;2;1;4;217;41;33;126;14.4
2024-04-27;7.5;17.3;82.7;63.2;8.3;KOM 390-9;188.6;237.15;6683;6;2;1;4;162;34;23;106;0.7
2024-04-28;9.6;11.5;88.5;88.2;9.1;KOM 390-9;186.6;153;7494;6;3;1;4;131;83;27;106;1.2
2024-05-01;9.4;9.6;90.4;85.3;9;KOM 390-9;186;198.9;8946;10;3;0;3;309;84;0;85;0
2024-05-03;0.8;0;100;8.7;9.3;KOM 390-9;150.3;229.5;8631;10;3;0;4;235;80;0;118;0
2024-05-07;0;0;0;0;0;KOM 390-9;0;181.05;7008;7;3;0;3;156;91;0;92;3.5
2024-05-08;0.2;50;50;0.8;3.2;KOM 390-9;189.9;149.175;7029;8;3;0;4;193;71;0;90;39.3
2024-05-09;0;0;0;0;0;KOM 390-9;0;68.85;4845;9;3;0;3;166;43;0;49;19.3
2024-05-10;0;0;0;0;0;KOM 390-9;0;95.625;6142.5;9;3;0;3;208.5;39;0;77;0.5
2024-05-11;0;0;0;0;0;KOM 390-9;0;70.125;6951;7;2;0;2;245;60;0;68;0.2
2024-05-13;0;0;0;0;0;KOM 390-9;0;118.575;8230;9;3;1;3;232;72;28;86;0
2024-05-14;0;0;0;0;0;KOM 390-9;0;249.9;8976;10;2;1;3;283;59;30;95;19
2024-05-17;0;0;0;0;0;KOM 390-9;0;221.85;7124;7;2;1;3;154;59;29;99;1.2
2024-05-18;0;0;0;0;0;KOM 390-9;0;149.175;6473;7;2;1;3;124;52;32;95;0
2024-05-25;4.3;4.7;95.3;36.1;8.1;KOM 390-9;189.9;459;4800;6;2;1;3;60;52;24;76;10.6
2024-05-26;1.3;69.2;30.8;2.6;1.9;KOM 390-9;189.9;405.45;5933;5;2;1;3;122;57;23;80;3.3
2024-05-31;0;0;0;0;0;KOM 390-9;0;293.25;5445;8;2;1;2;115;63;30;54;4.3
2024-06-18;9.8;11.2;88.8;81.3;8.2;KOM 390-9;189.9;196.35;4325;5;1;1;1;141;5;35;45;32.5
2024-06-20;9.4;16;84;75.4;7.9;KOM 390-9;189.9;242.25;4867;5;1;1;1;150;34;31;38;1.2
2024-07-02;8.3;19.3;80.7;59.3;7.1;KOM 390-9;189.9;149.175;5559;8;1;1;1;208;27;36;33;9.1
2024-07-06;6.1;13.1;86.9;47.9;7.8;KOM 390-9;189.9;156.825;6938;10;1;1;1;312;29;29;31;0
2024-08-01;9.1;9.9;90.1;80.2;8.8;KOM 390-9;189.9;265.2;4912;7;1;1;1;133;38;37;40;2
2024-08-02;9.3;10.8;89.2;82.2;8.7;KOM 390-9;215.7;261.375;5125;6;1;1;2;130;42;37;46;6
2024-08-03;9.5;8.4;91.6;88.3;9.2;KOM 390-9;251.5;238.425;5321;6;1;1;2;103;39;38;70;0
2024-08-04;10.3;8.7;91.3;95.2;9.1;KOM 390-9;274.3;96.9;5756;6;1;1;2;160;30;32;68;0
2024-08-05;8.2;8.5;91.5;69.9;8.4;KOM 390-9;216.3;183.6;3847;6;2;1;2;115;29;16;38;3.3
2024-08-10;8.1;17.3;82.7;64.1;7.9;KOM 390-9;189.9;116.025;4591.5;7;1;1;2;144;24;24;46.5;35.8
2024-08-11;1.6;18.7;81.2;12;7.1;KOM 390-9;189.9;200.175;4401;6;1;1;2;105;30;27;53;3.5
2024-08-13;2.8;17.9;82.1;19.8;6.9;KOM 390-9;189.9;381.225;6367;9;2;1;2;209;56;28;44;0.3
2024-08-17;2.4;8.3;91.7;20.3;8.3;KOM 390-9;189.9;291.55;6029;7;2;1;2;141;62;29;63;0
2024-08-25;8.7;34.5;65.5;47;5.4;KOM 390-9;189.9;203.15;4667;8;1;1;3;103;29;29;63;0.5
2024-08-27;8.1;22.2;77.8;52.8;6.5;KOM 390-9;189.9;167.11;5891;5;2;1;3;113;72;35;59;1.7
2024-08-29;7.8;11.5;88.5;62.9;7.9;KOM 390-9;189.9;372.861;5470;7;2;1;3;100;43;16;94;0.2
2024-10-17;8.5;23.5;76.5;63.3;7.3;KOM 390-9;189.9;205.275;7631;9;3;1;3;190;98;14;77;1
2025-02-28;14.1;14.9;85.1;121.9;8.6;KOM 390-9;189.9;365.925;14414;11;1;1;4;457;57;50;183;1.5
2025-03-01;16;22.5;77.5;125.1;7.8;KOM 390-9;189.9;313.65;14763.5;11;1;1;4;445;54;53;202.5;2
